score,review,y
3,맛은 괜찮은데 먹다보니 느끼하고 직원이 불친절해서 별로였어요,0
3,"아나고텐동 생선튀김은 진짜 맛있는데 나머지는 눅눅하고 별로였어용,,",0
5,맛있어서 행복했어요,1
4,맛있었습니다~ ㅎㅎ,1
5,새우못먹어서 버섯으로 바꿨어여 맛닜어요ㅜ,1
4,수준급 텐동집. 골목식당 출연 사장님이 직접 튀겨주시는 텐동을 먹지는 못하는 체인이지만 그래도 가성비 너무 훌륭하고 좋은 온센 : ) ,1
3,"조금 싱거웠어요 ! 토마토는 좀 별루,,ㅠ 였어요 ",0
5,온센은 사 랑 이 니 까.......^^...... 아나고 너 무 좋 아 텐 동 조 아,1
4,"아나고텐동먹었는데, 아나고랑 표고버섯 진짜 맛있어요 ㅠㅠㅠㅠ 배고파서 허겁지겁먹었더니 나중에 속이 좀 느끼했는데 다시 가면 천천히 먹어야겠어요 졸맛탱",1
3,가성비 좋아요,0
4,가격대비 좋은 퀄리티를 가진 식당이라고 생각합니다. 다만 사장님이 직접 튀긴 음식을 먹어보진 않아 직접적인 비교는 못하지만 직원분들이 만드는 음식은 타지역에서 먹으러 찾아올 정도는 아니라고 봅니다. 서비스는 가격대비 훌륭하다고 생각합니다,1
5,맛 괜찮습니다. ,1
1,>>>$$$$음식에서 철수세미 나오는거 보고싶으면 가세요^^ 젓같네요 진짜%$$$   게다가 불 조절도 제대로 안해서 앞머리 다 탐^^실화냐? 진짜 개빡친다 여긴 절대 안감 다시   강남 사는 사람으로써 맛집이 얼마나 많은데 이딴 곳을 가야할까 싶다,0
5,,1
3,,0
5,,1
5,"처음 가봤는데 파스타 맛있네요  꾸덕하면서도 크리미하고 매콤한게  손이 멈추질 않음 +..+ ㅋㅋㅋㅋㅋ  리코타치즈샐러드도 같이 시켰는데  재료도 신선한 듯 하고 화덕브래드가  같이 나오니까 샐러드를 쌈 싸서  먹을 수 있어 좋았어요 >_< b  별도 추가한 치즈볼도 짱맛 !!   2021/06/17 (목) 2인 주문 메뉴 리코타치즈샐러드 ￦13,900 (...",1
1,"인파 감당이 안 되는 듯 해보여서 직원이 더 필요해보였어요… 음식 나오는데 40분인가 걸렸고, 식기도 지저분했고, 심지어 많은 사람들이 만지작거렸을 피클용 국자가 피클 통 안에 담겨있는데 꺼내지도 않고 방치되어있어서 이거 처리해달라니 그냥 국자 꺼내서 새거 두시는거보고 좀… 그리고 직원분들이 친절하지는 않아요. ",0
4,크게 기대안했는데 맛있게 잘 먹고옴 가성비 좋음 이쪽은 맛집 많이 없어서 여기가 딱인 듯,1
5,음식도 맛있고 양도 많은데 가격도 저렴 강남에서 나올수 없는 가성비 역시나 장사잘돼서 더 좋은곳으로 이전하신듯.. 이대로만 쭉 유지해주세요~,1
5,,1
5,맛있어요~ 강남에서 무난하게 양식 먹을만한 집 ,1
3,가볍게 몇개 시켜두고 맥주마시기 좋을듯,0
5,스텔라피자 비주얼 좋아서 시켰는데 넘 맛있네여ㅋㅋ,1
5,맛있어요,1
1,벨을 10번정도 눌러야지 주문받으러 오네요 주방에는 6명정도있는데 서빙은 1명이 하고있고 메뉴도 동시에 안주고 한개는 너무 늦게 주고...,0
1,"전화로 예약하려니, 예약을 홈페이지로 하라는데 홈페이지에 예약받는게 없고 의견 올렸더니 게시판 오류로 저장이 안되고. 결국 다른식당으로 감",0
5,맛 있고 가성비 최고네요... 친구들 모임 잘해서 기분좋구여,1
5,점심 때 한번 갔는데 화이팅 넘치시는 직원분이 인상 깊었네요 삼겹 스테이크는 최고입니다,1
5,오늘 먹어봤는데 분위기도 좋고 맛도 좋아서 너무너무 좋았어요 여자친구도 맛있다고 하네요 오랜만에 칭찬들었어용 ,1
4,"3번 방문! 파스타류는 대부분 평타치고 스텔라피자, 불고기필라프는 넘 내취향이라 올때마다 시켜먹음 스테이크도 진짜 부드럽고 개인적으로 한입크기로 잘라주는게 편해서 좋았음",1
1,고객 응대나 대기 시간 조절 같은 서비스의 질이 매우 떨어집니다. 지금 1시간 째 기다리고 있어요. 별로 안 걸린다고 하고 밖에서 30분 기다린 뒤 안으로 안내하고 또 30분 대기하고 있네요! 사람 많이 몰릴 시기에 가시는 것 아주 비추입니다. ,0
3,갈때마다 늘 보통 이상은 하는곳이에요~ 음식도 다 고루고루 평타 이상의 맛입니다 나쁘지 않아요!,0
4,맛있어요,1
3,,0
5,3번방문 불에 구워주는 삼겹 같이나오는 소스에 찍어먹으면 그렇게 맛있어요 나머지 메뉴도 엥간합니다 삼겹은 항상 시켜요,1
5,"기본 시오빵 정말 맛있었구요, 블랙시오빵도 맛있긴 한데 일부러 찾아가서 또 사먹진 않을 것 같아요! ",1
4,당 떨어질때 뺑오쇼콜라와 아이스 아메리카노 드세요..ㅋㅋ,1
5,"공간도 깔끔하고, 내부도 밝고, 테이블도 넓어서 이용하기 좋았어요! 자주 갈 것 같습니당",1
2,시오빵이랑 연유별로에용'',0
5,시오빵이랑 연유바게트 진짜 맛있어요..,1
5,빵 퀄리티가 매우 뛰어납니다. 자주 방문하는 좋은 공간~^^,1
2,스콘을 오늘 처음 먹었는데 겉이 너무 딱딱하고 속은 밀가루맛이 많이 났어요 고구마쓴맛 날 때와 비슷한 향이 나서 다 못 먹었습니다.ㅜㅜ ..스콘은 별로에요ㅜㅜ,0
3,알바분들 항상 시끄럽기도 한데 욕을 너무 많이 써요 대화 내용도 주먹질한 내용 여자가 어쩌고 하는 내용 소금빵 좋았는데 요즘은 그냥 안가요 너무 아쉽다..,0
5,애기궁둥이빵인지 이름이 정확히 기억은 안나는데 블로그에서 시그니처빵이라고 소개된 글 보고 갔습니다. 맛있게 잘 먹어서 다음번에는 다른빵도 먹어보려구요. 바닐라라떼는 단맛이 강해서 좋았습니다.,1
4,생각보다빵이그저그래요 밀크티맛집임 근데얼음이90%,1
2,"고구마라떼 먹었는데, 맛이 영~. 빵은 안먹어서 모르겠네요. 뭐 맛에는 사람마다 편차가 있는거니까요.",0
5,<<장점>> 1. 베이커리 맛있음 2. 버뮤다 오븐(?)인가에서 직접 토스트 가능 3. 사각 테이블이라 노트북 가능  <<단점>> 1. 음료 맛이 기억 안남,1
5,소금빵 정말 맛있네요. 케이크랑 스콘은 아직 먹기전이라..ㅎㅎ 갈 때마다 들를것 같아요.,1
5,숨겨진 점심 샌드위치 최강자... 빵도 다 맛있어요 소금빵 5개 순식간에 가능,1
5,여기 빵 진짜 맛있어요 그날 구운빵만 파는 곳  식사빵종류랑 시오빵 최고,1
3,Bread,0
3,,0
4,,1
3,빵종류 많은데 커피양이 좀 적어요  ㅠㅅㅠ 인테리어는 이뻐용,0
5,,1
1,"불친절, 커피맛도 그닥...",0
1,"중앙테이즐좌석에 사람앉아있는데 앉지말라고 함, 여직원 더럽게 불친절하고 주문받는데 말투도 싸가지 없음, 라테도 스타벅스에 비해 양도 적고 200원 더 비싸고 맛도 없음",0
4,빵이 맛있대서 기대했는데 빵순이인 제겐 그저그렇네요... 그래도 카페 분위기가 좋고 24시인 게 좋습니다! ,1
5,커피는 보통이나 빵이 맛있고 매장이 정갈하고 24시간인게 좋다 직원들도 아주 친절함.,1
3,,0
3,,0
1,양이...ㅎㅎ 심지어 맛도 그닥,0
2,맛은 있는데… 특 시켰음에도 불구하고 양이 너무 적어서 당황스럽네요. 특이 저정도면 일반은 정말 적을거 같네요,0
5,간만에 맛있는 한끼 먹었어요~ 요즘 이런가격에 이런 한상 어디서 먹을수 있나요?.. 직원분들도 너무 친절해서 너무 기분좋게 한끼 먹었습니다 가성비와 불맛이 최고에요!!,1
1,양도적고 비싼데 반찬셀프 양심무엇? 누가사준다해도 딴데감 주인장 정신 차려야함,0
1,대자 고기시켰는데 소자랑 같은 양으로 나옴 ㅡㅡ 다시한번더물어봤는데 맞다고했음. 배달도하는것같아서 사진 찾아보니까 배달양이랑 확연히 차이가 심각했음.. 다시는 안갈듯 왜 양이 정량이아닌거죠? ㅡㅡ,0
5,,1
5,9천원에 불백 고기에 밥 국 쌈 반찬까지 든든하게 한끼 먹을 수 있어서 너무 좋아요. 요즘 밥값너무 비싼데 만원으로 먹을 수 있어서 자주 갑니다! 사장님도 왕 친절하심,1
3,맛있는데 너무 비쌈. 양은 적음. 불백 1인분 9천원,0
5,파무침이 눈물나게 맛있음,1
5,사장님 너무 친절해요 맛있다 정말,1
4,,1
5,기막힌 맛이라기보단 소비자가 원하는 밸류를 정확하게 파악한 가게,1
2,,0
5,파히타ㅏㅏ아ㅏ아ㅏ,1
1,물컵 위생 빵점 맛없음 가격비쌈 먹을게없음 맥주가 시원해서 1점,0
3,족발 소스가 너무 달아여.. 먹다보면 약간 물리는 단맛입니다ㅠㅠ,0
5,고기2인분으로 부족해서 고기1인분이랑 냉면 추가 해서 시켜먹었어요~~ 고기 먹고 싶을 대 가셔서 드셔보세용!!,1
5,돼지고기인데도 불구하고 먹으면 진짜 안에 육즙이 느껴져요 ㅋㅋㅋ 찍어 먹는 소스의 종류도 4가지로 여러가지 맛을 느낄 수도 있고 제주식 멜젓도 나오는데 매콤하고 비리지 않아서 같이 먹기 좋았습니다 ㅎㅎ,1
5,육시리 추천해요 저도 친구한테서 추천받아서 가게 되었는데요 고기가 도톰하고 육즙고 가득하니 맛있어요 저희는 고기 초밥을 먹어보려고 초밥을 시키기는 했찌만 밥을 주문하면 압력밥솥에 바로 짓기 때문에 갓 지은 밥이랑 고기랑 같이 먹을 수 있어요,1
5,와 정말 마싯습니다 학생이라 이런 고기구워주는집은 잘안가는데 고기가 너무마싯어서 이런고기는 첨먹어봐용 담에는 부모님 모시고 와야겟어용 짱맛!,1
5,지인소개로 함께 갔는데 고기 육즙도 풍부하고 꼬수름 하니 맛있네요 직원분들도 친절하시고 서비스도 좋아서 가족들과 또 가야겠어요 ^^,1
5,회사 근처인 친구가 몇번 와본곳이라 같이 가봤는데 주자창도 앞에 넓게 있어서 좋더라구요 ㅎㅎ 고기가 두툼하고 직원분이 맛있게 구워주니까 더 좋았습니다 ㅎㅎㅎ,1
5,점심시간에 보쌈정식 주문해서 먹구 왔어요 2인이상 주문 가능하고 고기는 촉촉하고 맛있습니다 잡내도 나지 않고 맛있었고 같이 나온 김치도 맛있었어요 ^^,1
5,자리가 넓고 고사리랑 먹으면 고기가 살살 녹습니다.. 살살살 녹아유~~ 고기랑 한입 먹으면~ 녹아유~~,1
5,든든하고 깔끔하게 맛있었던 식사. 지인들과 가기 좋은 고깃집이다.,1
5,오랜만에 먹고왔는데 고기 질이 신선하고 지방량도 적당해요 그래서 그런지 같이 식사한 사람들 모두 고기가 너무 맛있다고 했어요~ 직접구워주는 서비스도 있고~~,1
5,예약을 해둬서 미리 기본 차림이 차려져 있었고 반찬 넘 다양해서 좋음 좋아하는 사람들과 모임하기 좋은 장소 깔끔하고 맛도 있고 고기도 다 구워주고 편하게 밥먹을 수 있었음,1
5,미나리 추가해서 드시면 색다른 맛을 느낄 수 있어요 시레기밥도 안먹으면 섭합니다 가면 항상 시레기밥으로 시켜서 먹어요  정갈하게 나와서 굿굿,1
5,고기가 맛있었고 엄청 규모가 커서 모임장소나 가족회신 추천합니다~~~^^,1
5,항정상+물냉면 추가해서 먹었는 항정살 씹는 식감이 정말 짱,1
5,점심에 애용하는 청국장 두루치기 세트 먹음 점심세트 외에 다른것도 있는데 직장인들이 점심에 와서 먹으면 좋을 메뉴들이 꽤 있어서 편해요 양도 많고 매장도 넓고 좋은곳입니다.,1
5,삽겹살이랑 미나리야채 추가해서 먹었는데 미나리 구워서 숨죽은거랑 고기랑 싸먹으니까 또 색다른맛있었어요^^,1
5,역삼역이랑 가까워서 가기 편해요! 입구에 숙성된 고기들이 보이는데 신기신기 반찬도 맛있는데 제 입맛엔 백김치가 새콤달콤하니 넘취향저격 김취 였슴다 백김치에 고기한점 싸올리면 느끼하지 않아서 계속 먹힙니다,1
5,고기 직원분이 다 구워주셔서  편하게 먹을수 있어요~ 고기넘 맛나요 ㅠㅠ 물냉면이랑 같이 한입 왕창해서 먹으면 기름기 있던게 내려가는 느낌~~,1
5,초밀도 숙성이라는데 이런걸 잘 모르지만 걍 맛있따 육즙 팡팡 맛있어 찌개도 시킴 찌개도 맛있따 매콤단짠 김치도 많고 고기도 많고 양도 많고 맛있따 육수도 계속 추가해준다,1
5,제가 질긴걸 잘못먹는데 여기는 부드러워서 쑥쑥 들어가네요.친절하시고 너무 좋아요,1
5,친구랑 방문했어요 고기를 직접 구워주셔서 좋았어요  양도 많고 너무 잘먹었습니다.,1
5,확실히 고기질이 좋네요 넘맛있어요 차돌 청국장도 같이 드시면 더욱 맛있습니다.,1
5,고기도 너무 두툼하고 육즙과 식감이 너무 좋았어요~~^^ 사장님도 친절하시고 매장도 청결해서 좋았어용!,1
5,친구랑 먹으러 방문했는데 친절하고  돼지고기도 넘 맛있네요  반찬도 맛있고 잘먹었어요,1
5,고기도 맛잇고 직원분도 친절하게 잘 구워주시는데 왜 별점이 이런지 모르겠네요 서비스도 좋고 반차도 많아서 좋아요,1
5,크로플 맛집,1
5,브라운치즈크로플개마시슴,1
1,크로플 먹다가 털 나옴 .. 근데 머리카락은 아닌거같음 ... 다시 해주신다고 했는데 이미 거의 다 먹을 때 아이스크림에서 나옴 ....,0
4,크로플 맛있음 음료도 괜찮은 편,1
4,크로플맛있어요,1
4,맛있는 크로플과 넓은 공간,1
4,,1
1,뻥 안치고 제가 먹어본 와플 중에 제일 맛없었어요 진짜로. 하,0
5,여긴 차 맛집 .. 수제청 꼭 드세요   집와서도 자꾸자꾸 생각남  나중에 꼭 돈으로 혼내주러 갈게요 ,1
1,불친절하고 맛은 보통 가격은 최상 여러모로 별로였습니다 가지 마세요  통통한 여자 알바분 정말 불친절하네요 이돈내고 그런 대접받고오다니.. 가지마세요,0
4,괜찮네요,1
2,"와플 먹어보고 싶었는데.. 반죽이 다 떨어졌다그래서 브라우니 시킴 우리꺼 주문 받고 너무 안줘서 물어보니 준비 안하고 있었.... 브라우니는 엄청 맛있는데, 음료가 ㅠ 별루...",0
3,,0
1,정말 좋아요,0
1,불금 저녁시간대에 갔었는데 사람들 바글바글 했어요 직원분들 너무 안쓰러울 정도로 정신없이 뛰어다니심. 조용한 이자카야 분위기는 아닙니다. 일부러 방을 예약했는데 이상한 자리 주셔서 그냥 테이블에 앉았어요. 서빙시에 준비 되어야할 식기와 잔은 꼭 재요청을 해야만 가져다 주셨어여. 거의 테이블 풀이었고 젊은 층이 대부분이었습니다. 음식 맛은 평타 혹은 그 이상...,0
1,신발 벗고 앉을수 있는 자리 없냐고 해서 알바생이 머뭇거리더니 사장이 거긴 단체석이라고 안된데요 그래서 구석자리 앉았어요 메뉴고르고 있는데 알바생이와서 바로 앞테이블로 옮겨달래요 지금 앉아있는 테이블도 단체석 자리라 단체손님 오면 이어야한데요ㅋㅋㅋㅋㅋㅋㅋㅋ가게에 있던 손님 단 한테이블밖에 없었는데ㅋㅋㅋㅋㅋㅋ사장이 또 그러라했데요 기분드러워서 나왔어요 바로 ...,0
1,기본 안주 무조건 2개?  사이드 메뉴 주문시 3개? ㅋㅋㅋㅋㅋ,0
3,Mood > Food,0
1,,0
1,,0
5,김밥 미리 안싸고 주문 후에 싸주는데 개빨리 나와서 편리함  강남 식당에서 친절을 바라면 본인만 피곤해짐.. 점심마다 죽어라 바빠서 피곤한 알바분들 많음 여긴 먹고살자고 바쁜 사람 끼리 부대끼는 곳 불친절 하다고 리뷰 테러해봤자 장사 잘되는 곳이기도 함 이해하고 넘어가면 김밥도 맛있어짐 저 알바생 만큼 본인도 화난 직장인이 아닌가 되돌아보자,1
1,9시까지라 여기까지왔는데 8시반에 닫냐고~,0
1,첨엔 어묵탕 많아보이나했는데 사진에 보이는게 다에요. 국물도 밍밍하고 물위에 사각어묵만 떠있고;; 이게 5천원짜리 어묵탕인지.. 김밥도 간안맞고 맛없었어요. 맛없는건 그렇다쳐도 기분이 찝찝한 비위생적인 맛이에요. (미지근하고 알수없는 냄새..),0
1,"난생 처음 리뷰 남겨봅니다. 평일 2시 매장에 손님 한명, 포장 손님 저 한명이었습니다 매장 들어갔는데 홀직원 포함 아무도 쳐다보지도 인사도 안하시더라구요(홀직원 매장 문 바로 앞 테이블 휴지 갈고있었음) 못보셨을 수도 있지 하고 주문 후 앉아서 기다렸습니다 부르는 소리가 혹시 안들릴까 이어폰도 빼고 기다리는 중이었는데 한참 지나도 안나와서 보니 이미 김밥...",0
5,어머나 사진을 보니 먹음직스러워 보이네요,1
1,"별하나도 아깝습니다. 서비스 태도 정말 최악이라 맛이라도 있으면 됐다.. 하고 생각하고 있었는데 김밥도 점바점 너무 심각하네요. 계란 참치 실화입니까. 백문이 불어일견 사진 첨부합니다.  오늘자 오후 1시 10-20분 사이 포장 주문 했는데, 키오스크 영수증이 안나오길래.. 뭐 결제는 확인됐고 주문은 들어갔을거라 생각하고 대기하고 있는데 제 뒤에 결제한 남...",0
1,밑에 리뷰보고 설마 설마 했는데 진짜 불친절의 끝판왕입니다..,0
5,,1
5,자주 가는 집이에요.. 근처 싸다김밥 가봤는데 차갑게 식은 김밥 줘서 천원 더주고 여기 갑니다.  이부근 분식집으로 추천해요. 사진은 핫도그 김밥이에용. 미리 전화하시면 픽업 주문도 가능해요. ,1
5,김밥 맛있고 서비스는 보통입니다! ,1
4,난 혼자서 이거 다먹을수 잇찌 음화하하 떡볶이 좀 매콤해서 맵찔이면 매울수도 잇음. 기본김밥도 맛잇다!,1
1,아진짜 위생관리 안하나요?  먹다가 토할 것 같아요   아...  여기 그냥 거르고 다른데서 드세요   후기가 알려주듯 저도 여러번 참았는데  화나네요   + 추가 사람이 하는일이라 그럴 수 있다네요^^ 믿거,0
5,"후기보고 걱정 했는데, 직원이 불친절한 느낌 못받았구요 :) 김밥 너무 맛있어서 최애김밥으로 등극!!! 오는정김밥이랑 보슬보슬보다 맛있었어요!!! 다음에는 떡볶이도 같이 먹어봐야지~",1
5,후기가 안 좋아서 살짝 걱정됐는데 다행히 전 맛있었어요. 11시 반 조금 넘어서 갔는데 사람이 정말 많더라고요. 사진은 계란김밥입니다. ,1
1,알바여자애가 손님 기분 망치는 집.,0
4,"동네에 먹을 만한 김밥집이 생겨서 좋아요. -추천메뉴: 마녀김밥, 묵은지김밥 -라면, 떡볶이는 무난했어요",1
1,여자 알바 개불친절 다신 안와,0
1,아 진짜 여기 욕나올정도로 불친절함.  자기들이 갑질하는 느낌.  불친절하게 대해도 오겠지 하는... ,0
1,"여자알바인지 직원인지 진짜 불친절함 안웃어도 되니까 말하면 무시하지 말고 좀 들으세요  안녕하세요, 안녕히가세요 조차 바라지도않음 ㅋㅋ 이정도 인사는 사치일정도 ㅋㅋ  도대체 왜 카운터를 보는건지 이해가 안가네.   누가 여기 주변에다가 김밥집좀 차려주세요 갈아타게 ㅡㅡ  회사때문에 어쩔수 없이간다 진짜 ",0
1,김밥 한 줄 나오는데 20분 걸림 ,0
3,Seaweed Roll,0
5,,1
4,맛살튀김이 들어가서 맛있어요. 약간 느끼하긴한데 라면이나 떡볶이랑 같이먹으면 갠찮을듯,1
5,매장도 깔끔하고 직원분도 너무 친절하세요,1
5,,1
4,던킨도너츠라는 도너츠가게에서 카페로 변신했다는 상징적인 매장이죠. 던킨도너츠는 카페다라는걸 보여주는 훌륭한 분위기입니다. https://m.blog.naver.com/brumari/221814380159,1
3,"오후2~5시 전 제품 50% 할인. 단, 1만원 초과 결제시 할인한도(5천원)를 넘어가므로 원래 금액이 그대로 결제됨을 주의. (예: 1만2천원 결제시 1만원까지는 5천원 할인을 받고, 초과 2천원을 합해 7천원이 아니라 할인이 사라지고 원금 1만2천원을 결제해야함)",0
3,,0
3,친절함. 커피맛은 별로. 화장실 매장내에 없음. 넓진않음. ,0
4,매장 깔끔하고 밝아서 좋은데 음악이 너무 시끄러워요. 분위기는 북카페 느낌인데..,1
5,사장님이 친절하심. 아크릴물감에 전문적인 그림을 그릴수 있는건데.. 가격도 이정도면 합리적ㅋㅋ 음료도 생각보다 너무 맛있고 전체적으로 깔끔하고 만족스러운곳 추천,1
5,,1
4,강남인데도 사람이 많이 없어 조용하기 때문에 수다떨기에 좋음,1
4,조용하고 공부하기 좋은 특색있는 카페,1
4,,1
4,분위기 좋음 주말 강남임에도 불구하고 매우 조용함,1
2,안주가 조금 싼 편이긴 하나 양도 적고 맛도 그닥.....:),0
1,끈적한 젓가락으로 냉동을 녹인 계란말이를 입에 넣으니 마침내 입 안에 음식물쓰레기 향이 퍼졌다,0
1,알바생 너무 불친절함; 메뉴 본인들이 잘못찍어서 다르게 나온건데 표정 개썩은채로 다시 가져가더니 또 그 잘못된 메뉴 가지고와서 아니랬더니 사과도 안하고 그냥 휙 가져감ㅋㅋㅋㅋㅋ 그러더니 거의 한시간 기다려서 우리가 시킨 메뉴 가져오고 죄송하단 한마디도없고~ 다음날 확인해보니까 소주 우리가 시킨것보다 한개 더 찍어서 계산해놨길래 시간날때 찾아가서 돈 돌려받아...,0
4,안주도 다양하고 분위기도 좋네요~~,1
1,안주 가격도 안 싸고 양도 매우 적음. 술도 다른 가게에 비해 비쌈. 맛도 그냥저냥. 다신 안 감. 0점.,0
3,,0
5,직원분들도 친절하시고 맛 좋음... 양대창3인분 먹고 느끼해서 김치우동 하나 시켜먹었더니 개운... 짱 맛있음 ㅠㅠ 후식 소프트아이스크림까지 완벽^^~,1
5,눈돌게 맛있다 ㄹㅇ...,1
5,정말 맛있어요 가격대비 완전 짱 넘 맛나서 ㅋㅋ자주가게되네용  여자 둘 가면 보통 5인분 + 양밥 하나 ㅋㅋ,1
3,가격대는 조금 있는듯. 이정도 서비스와 맛이면 딱 프랜차이즈로서의 기대치는 만족하는 정도. ,0
5,,1
1,구워주지만. 태우는게 반. 최소 주문 3인분. 가격 대비 양 창렬. 첨부 사진이 3인분 막창대창양대창 시킨거고. 다 모으면 작은 밥공기 하나 정도의 양....? ㅎ ㅎ  불판이 타야 맛있게 구워진다고 안 갈아줍니다. 맛은 특별히 다른게 없음 아래 리뷰처럼 여기저기서 구웠던 집게 돌려서 씀. 코로나는뭐... ㅎㅎ  두명이서 8만원은 먹어줘야 배부르더라구요.....,0
5,맛있음! 끝!,1
5,기대했던것보다 정말 정말 맛있었어요! 대창이 정말 맛있더라구요~ 고기 구워주시는 아주머니도 너무 친절하시고 계속 챙겨주셔서 감동 받았어요..ㅠㅠ 강추합니당 ^^b,1
1,일하시는 아주머니가 같은 집게로 테이블 3군데를 왔다갔다하면서 구워주시더라구요. 이시국에. 몇번 갔던 가겐데 절대안갈거에요.  사장님 일하시는 분들 관리좀 해주셔야겠어요,0
5,숯불에 굽는 대창막창은  첨먹어봣는데 이거 술도둑이네요 이모님들 직원분들 엄청 친절하시고 전골도 기가멕힙니다.,1
5,옛날 인테리어에 분위기 굳  손님많아서 시끄러운거 뺴면  완벽합니다. 이모님들 특히 친절하세여^^,1
2,맛있고 가게가 특이한 구조라 분위기도 좋았는데 저희 테이블 직원분 응대가 너무 별로였어서 다시는 안 갑니다.,0
5,진짜 맛있구 친절하셔요 ㅠㅠ 또 갈거예유 같이 간 친구들도 먹고 헉 했엉요 양볶음밥은 그냥 그랬는데 대창 막창 맛나요ㅛ!!!!’,1
1,저 닌자거북이님 여기 사장님이신것 같아요 같은 닉네임으로 근처 식당들 네이버에서 평점 0.5점 테러하고 다니십니다. 찾아보세요. 정상아닙니다. 중국인인듯  ,0
5,,1
1,,0
5,친절하시고 맛있게 먹고가요~~ 샤브샤브 월남쌈 냉동삼겹살 존맛^^,1
1,몇번 갔었는데 네☆버 리뷰 답변보고 놀람..;;;;,0
5,굿,1
3,샐러드바 옆 접시 설거지 잘 안되어있는거 보면 위생에 크게 신경쓰는 업장은 아닌가봐요(-1) 비트물 데워주실수있대서 갖다 주셨는데 맹물데워서 주셨어요. 소심이라 차별받은거 같아서 재방문의사가 없어요(-1) 음식은 평타,0
5,자주가는데 무한리필 이라서 좋음 샤브는 채소라서 배가 금방꺼지는디 리필해먹으면 되니까 좋음,1
5,소고기도 부드럽고 가격도 착하고 야채도 신선해서 만족했어요.,1
1,진짜 너무 싱겁고 특히 소스가 ㅇ다 월남쌈소스인지 새브샤브랑 안어울려요. 너무 싱겁고 맛없어서 김치 넣고 소금넣소 쌈장넣어서 먹었어요.....,0
5,가성비 굿 점심 특선 먹었는데 맛있어요! 구웃!,1
5,,1
2,셀프바가 파리밭이여서 이용하기 싫었어요 가격이 싸요,0
5,맛있어용,1
1,서비스도 안좋고 이맛도 그럭저럭입니다. 서빙하시는분 덕분에 기분도 안좋게 저녁식사 하게됐네요. 바람때문에 육수 끓는데 너무오래걸려서 자리이동 부탁드린게 얼마나 잘못인지도 모르겠지만 자리이동하면서도 그릇 던지듯이 놓고 계산도 돈 더받으셨네요.  여러모로 귀찮고 기분나쁜 식사였습니다.,0
1,"맛이 괜찮아서 1점이라도 주지 서비스 생각하면 1점도 아까움. 직원 한 분이 계속 고객한테 억지를 부리심. 에어컨 바람 때문에 불 다 날려서 10분 넘게 육수가 끓지도 않아서 빈 자리 많길래 자리 옮길 수 있겠냐고 여쭤 보니까 불 잘 켜지는구만 뭘 옮기냐, 이제 끓을라 하는데 기다려라 등 자기 말만 하심. 그래도 너무 오래 걸리니 옮기겠다고 하니까 옮겨야 ...",0
5,,1
3,,0
5,샤브샤브 칼국수 죽 코스마다 새로운 맛....너무 맛있음,1
5,"샤브샤브 너무 맛있고, 기본 제공 식혜랑 호박죽 존맛.....   ㅠ",1
4,,1
5,"서비스가 안좋다고 다들 그러시는데 제가 느끼기엔 그냥 쿨한 아주머니들 이셨습니다. ㅎㅎ 사실 저에게는 너무 만족스러운 식사였습니다. 야채도 넉넉하니 다양하게 먹을 수 있고 라이스페이퍼를 비트물에 데쳐서 싸먹는건 정말 신선했네요. 중국 베트남 한국을 잘 짬뽕시킨 음식같아요. 칼국수와 마지막 볶음밥까지, 너무 자극적이지 않고 맛있게 잘 먹었네요. 중국친구를 데...",1
1,어른 아이 둘 데리고 가서 시켰는데 메뉴판에는 10세 이상 1인분으로ㅜ나와 그리시켰더니 안된다고 어른몫으로 시키라고 하시더라구요. 그럼 남을거같다고 나가겠다하고 나왔네요. ㅜㅡㅜ 좀 불쾌하네요. 강남역 식당은 어른 위주라그런가요,0
1,맛은 그럭저럭 걍 그런데 안경쓰신 알바 아주머니(?)가 되게 바쁘신가봐요ㅋ 서비스는 별로 였습니다ㅋㅋ 아무리 맛이 괜찮아도 서비스때매 절대 다신 안가고싶은 집ㅋ.,0
5,"요새 가본 샤브샤브집 중에 제일 좋았어요 고기도 잘 갖다주시고, 리필할 채소 가짓수가 적어서 그렇지 물리지 않아서 엄청 많이 먹음 특히 라이스페이퍼 무한으로 먹을수 있어서 싸먹는 재미 굿!",1
5,,1
5,,1
5,직원들 친절 맛 굿 가격 굿,1
5,강남역에서 밥술먹기 좋은곳,1
5,아주머니도 친절하시고 양꼬치도 비린맛 전혀 없고 지방도 적절하 섞여 맛있었어요. ,1
4,개인적으로 강남역 일대에서 여기가 베스트,1
4,,1
4,직원분들도 친절하시고 맛도 준수 합니다.,1
4,옥수수국수 꼭 드세여 존맛 기냥 후루룩 들어감ㅠ ,1
1,"7인 7시 예약해달라고 하니, 그때 다 오냐고 물어보더라. 그래서 웃으면서 퇴근시간이니 일부는 10분정도는 늦을수도 있다고 하니, 정색하며 예약안받는다고.   7시에 오든 7시 반에 오든 많이 먹어서 매상 올려주면 되고, 7명 안오면 테이블 하나 내주면 되는데 꼭  그래야하냐. 기분 상해서 안간다.",0
4,,1
4,,1
1,,0
